title	genres	release_date	vote_average	runtime	original_language
How Much Wood Would a Woodchuck Chuck	" 99, 'Documentary'"	10301976	7.3	44	de
Hyenas	" 18, 'Drama',  35, 'Comedy'"	9181992	7.3	110	fr
Sicilia!	 " 'Null 	9151999	7	66	en
Lesson Plan	" 99, 'Documentary'"	1092010	0	76	en
Lady Terminator	" 10769, 'Foreign',  27, 'Horror',  28, 'Action'"	6101989	5.7	82	id
The Little Thief	" 10749, 'Romance',  18, 'Drama',  80, 'Crime'"	12211988	5.8	110	fr
A Blueprint for Murder	" 18, 'Drama',  53, 'Thriller',  9648, 'Mystery'"	911953	5.4	77	en
A Huey P. Newton Story	" 99, 'Documentary',  18, 'Drama'"	6182001	0	86	en
An Affair of the Heart	 " 'Null 	4142012	0	93	en
My Sucky Teen Romance	" 27, 'Horror',  35, 'Comedy',  10749, 'Romance'"	3152011	6.1	77	en
Star Trek Into Darkness	" 28, 'Action',  12, 'Adventure',  878, 'Science Fiction'"	552013	7.4	132	en
Sweet Home	" 27, 'Horror'"	1211989	8.4	102	ja
The Last Chance: Diary of Comedians	" 35, 'Comedy'"	3222013	5	115	ja
An American Romance	" 18, 'Drama'"	4161944	5.7	121	en
Andrew Dice Clay: Indestructible	" 35, 'Comedy'"	12312012	0	57	en
Angels Don't Sleep Here	" 53, 'Thriller'"	422002	2.5	88	en
Foreverland	 " 'Null 	6152012	6.9	93	en
Wish You Were Here	" 18, 'Drama',  35, 'Comedy',  53, 'Thriller',  9648, 'Mystery',  10749, 'Romance'"	4262012	5.2	93	en
Tales of Vesperia: The First Strike	" 28, 'Action',  12, 'Adventure',  16, 'Animation',  14, 'Fantasy'"	1032009	5.8	110	ja
Reincarnated	" 10402, 'Music',  99, 'Documentary'"	11112012	6.3	98	en
The Internship	" 35, 'Comedy'"	672013	6.1	119	en
Bliss	" 18, 'Drama'"	3162007	7.1	105	tr
La Soufrière	" 99, 'Documentary'"	111977	7.8	31	de
The Man with a Cloak	" 18, 'Drama',  53, 'Thriller'"	11271951	7.5	84	en
Spine Tingler! The William Castle Story	" 99, 'Documentary'"	1182007	8	82	en
Last Stand at Saber River	" 37, 'Western',  28, 'Action',  18, 'Drama'"	1191997	3.7	0	en
The Flaying	" 27, 'Horror',  14, 'Fantasy',  53, 'Thriller'"	7172012	6	80	en
The Secret Six	" 80, 'Crime',  18, 'Drama'"	4181931	5	83	en
The Corsican File	" 35, 'Comedy'"	1062004	5.9	92	en
Zatôichi Meets Yojimbo	" 12, 'Adventure',  28, 'Action',  18, 'Drama'"	1151970	6.9	115	ja
Deep in the Valley	" 35, 'Comedy'"	8282009	4.8	87	en
King of Katoren	" 10751, 'Family',  12, 'Adventure'"	1252012	9.5	120	nl
Tokyo Trial	" 10752, 'War',  99, 'Documentary'"	641983	5	277	ja
"Harvest: 3,000 Years"	" 18, 'Drama'"	461976	7.5	150	am
My Fake Fiance	" 35, 'Comedy'"	4192009	5.6	95	en
Sissi: The Young Empress	" 18, 'Drama',  35, 'Comedy',  10749, 'Romance'"	12181956	7	107	de
As You Like It	" 18, 'Drama',  35, 'Comedy'"	12171978	0	151	en
Below the Belt	" 18, 'Drama'"	1211980	3.5	91	en
"Aries Spears: Hollywood, Look I'm Smiling"	" 35, 'Comedy'"	3222011	4.5	64	en
Kiss of the Damned	" 53, 'Thriller',  27, 'Horror',  10749, 'Romance'"	1172012	4.9	95	en
Stories We Tell	" 99, 'Documentary'"	10122012	7.1	108	en
Darkon	" 99, 'Documentary',  14, 'Fantasy'"	9122006	6.7	93	en
180° South: Conquerors of the Useless	" 35, 'Comedy',  99, 'Documentary',  18, 'Drama'"	2102010	6.6	86	en
After Alice	" 53, 'Thriller'"	10281999	3.5	100	en
Mimino	" 18, 'Drama',  35, 'Comedy',  10751, 'Family'"	661977	7.6	92	ru
The Jeffrey Dahmer Files	" 99, 'Documentary'"	2152013	5.6	76	en
Senność	" 53, 'Thriller'"	10172008	5.8	0	en
Cycling with Molière	" 18, 'Drama',  35, 'Comedy'"	1162013	6.7	104	fr
Company of Heroes	" 10752, 'War'"	2252013	5.4	100	en
Three Smart Girls Grow Up	" 35, 'Comedy'"	3241939	7	90	en
Ivan Vasilyevich Changes His Profession	" 35, 'Comedy',  878, 'Science Fiction'"	9171973	7.8	93	ru
New York: A Documentary Film	 " 'Null 	11141999	9	600	en
The Dead Man and Being Happy	" 18, 'Drama'"	9232012	4.9	92	en
Players	" 80, 'Crime',  53, 'Thriller'"	162012	4.2	165	hi
Livid	" 27, 'Horror'"	1262011	5.6	92	fr
Only God Forgives	" 18, 'Drama',  53, 'Thriller',  80, 'Crime'"	5302013	5.6	90	en
The Hangover Part III	" 35, 'Comedy'"	5232013	6	100	en
Garbo: The Spy	" 99, 'Documentary',  10769, 'Foreign'"	1242009	7.7	88	en
Fast & Furious 6	" 28, 'Action',  53, 'Thriller',  80, 'Crime'"	562013	6.7	130	en
Epic	" 16, 'Animation',  12, 'Adventure',  10751, 'Family',  14, 'Fantasy'"	5152013	6.4	102	en
Captain America	" 28, 'Action',  10770, 'TV Movie',  878, 'Science Fiction'"	1191979	4.7	97	en
Seasons of the Year	" 99, 'Documentary'"	111975	7.3	29	ru
Tie Xi Qu: West of the Tracks	" 99, 'Documentary'"	4262002	9	551	zh
Night at the Crossroads	" 9648, 'Mystery',  80, 'Crime',  18, 'Drama'"	4181932	4	75	fr
The Rink	" 35, 'Comedy'"	1241916	6.5	24	en
Captain America II: Death Too Soon	" 28, 'Action',  18, 'Drama',  878, 'Science Fiction',  10770, 'TV Movie'"	11231979	3.5	88	en
Bastards of the Party	" 99, 'Documentary'"	112005	6.2	95	en
The Past	" 18, 'Drama',  9648, 'Mystery'"	5172013	7.1	130	fr
Lathe of Heaven	" 878, 'Science Fiction'"	982002	5.2	94	en
Down Terrace	" 18, 'Drama',  28, 'Action',  35, 'Comedy'"	912009	6.3	89	en
My Wrongs 8245-8249 And 117	" 35, 'Comedy'"	112002	5.9	12	en
Bush Mama	" 18, 'Drama'"	911979	5	97	en
"Surrender, Dorothy"	" 10770, 'TV Movie',  18, 'Drama',  10749, 'Romance'"	112006	3.8	87	en
The Twonky	" 35, 'Comedy',  878, 'Science Fiction'"	111953	4	84	en
The Merchant of Venice	 " 'Null 	12171980	0	157	en
The Loss of a Teardrop Diamond	" 18, 'Drama',  10749, 'Romance'"	112008	5.5	102	en
The Broken Circle Breakdown	" 18, 'Drama'"	1092012	7.7	112	nl
After School Midnighters	" 14, 'Fantasy',  16, 'Animation',  35, 'Comedy',  10751, 'Family'"	8252012	6.5	95	ja
Life Back Then	" 18, 'Drama'"	11192011	6	131	ja
The Devil's Carnival	" 27, 'Horror'"	452012	5.3	55	en
Frances Ha	" 35, 'Comedy',  18, 'Drama'"	5172013	7.3	86	en
The Lords of Salem	" 27, 'Horror',  53, 'Thriller'"	9102012	5.1	101	en
Up Periscope	" 28, 'Action',  12, 'Adventure',  18, 'Drama',  53, 'Thriller',  10752, 'War'"	341959	5.6	112	en
Alive and Ticking	" 35, 'Comedy',  18, 'Drama',  10751, 'Family'"	772011	6.2	92	de
Cell Count	" 53, 'Thriller'"	5202012	3.9	96	en
Behind the Candelabra	" 18, 'Drama',  10749, 'Romance'"	5262013	6.6	118	en
India: Matri Bhumi	" 99, 'Documentary'"	6271959	5.5	90	it
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty	" 99, 'Documentary'"	7192000	9.5	288	en
The Parade	" 35, 'Comedy',  18, 'Drama'"	10312011	6.7	115	sr
L.A. Zombie	" 27, 'Horror'"	1072010	4.3	103	en
Firecracker	" 9648, 'Mystery',  53, 'Thriller'"	10112005	6	0	en
At the River I Stand	 " 'Null 	111993	0	0	en
National Lampoon's Attack of the 5 Ft. 2 Women	" 35, 'Comedy'"	981994	0	80	en
Babies For Sale	" 18, 'Drama'"	6141940	0	65	en
Earth's Final Hours	" 878, 'Science Fiction'"	5312011	4.8	84	en
Finding a Family	" 18, 'Drama',  10751, 'Family',  10770, 'TV Movie'"	10152011	5.8	88	en
With Great Power: The Stan Lee Story	" 99, 'Documentary'"	7242010	5.3	80	en
Aftershock	" 27, 'Horror',  53, 'Thriller'"	9122012	5.3	89	es
3096 Days	" 80, 'Crime',  18, 'Drama'"	2212013	6.6	111	de
My Stuff	" 99, 'Documentary'"	1232013	6.8	80	en
Hilton!	" 99, 'Documentary'"	112013	6.5	71	en
The Human Scale	" 99, 'Documentary'"	2202013	5.4	83	en
Privilege	" 18, 'Drama'"	7241967	7.3	103	en
Little Girl	" 18, 'Drama'"	5192009	7.1	100	en
The Last Elvis	" 18, 'Drama'"	4252012	5.3	92	es
Last Days Here	" 99, 'Documentary'"	4292011	7.5	91	en
After Earth	" 878, 'Science Fiction',  28, 'Action',  12, 'Adventure'"	5302013	5	100	en
Dream Demon	" 27, 'Horror'"	1061988	7	86	en
Act One	" 18, 'Drama'"	12261963	5.5	110	en
Fairhaven	" 35, 'Comedy',  18, 'Drama'"	6172012	5	81	en
Derek	" 99, 'Documentary',  10769, 'Foreign'"	2192008	5	76	en
The Devil Within Her	" 53, 'Thriller',  27, 'Horror'"	111975	4.4	95	en
In the Park	" 35, 'Comedy'"	3181915	5.4	15	en
Now You See Me	" 53, 'Thriller',  80, 'Crime'"	5292013	7.3	115	en
Lovelace	" 18, 'Drama'"	882013	6	92	en
A Dangerous Place	" 80, 'Crime'"	11302012	1	95	en
Modify	" 99, 'Documentary'"	112005	5.1	85	en
Hiroshima	" 99, 'Documentary',  18, 'Drama'"	852005	6.2	89	en
War Made Easy: How Presidents & Pundits Keep Spinning Us to Death	" 99, 'Documentary'"	8232007	6.6	72	en
Dark Circles	" 27, 'Horror'"	112013	4.9	87	en
Assault on Wall Street	" 18, 'Drama',  53, 'Thriller',  28, 'Action'"	6302013	5.8	99	en
Interview with a Hitman	" 28, 'Action',  53, 'Thriller'"	7202012	5	95	en
Special Forces	" 28, 'Action',  18, 'Drama',  10752, 'War'"	1122011	6.4	109	fr
Feeding Frenzy	" 35, 'Comedy',  27, 'Horror'"	112010	6.3	87	en
Age of Heroes	" 18, 'Drama',  28, 'Action',  53, 'Thriller',  10752, 'War'"	5192011	5.5	90	en
All In: The Poker Movie	" 99, 'Documentary'"	3232012	6.7	100	en
Nice Guy Johnny	" 35, 'Comedy',  10749, 'Romance'"	1142010	5.6	89	en
Take Me Home	" 35, 'Comedy',  10749, 'Romance'"	322011	6.7	97	en
An Ideal Husband	" 35, 'Comedy'"	11141947	6.8	96	en
Any Wednesday	" 35, 'Comedy',  10749, 'Romance'"	10131966	6.1	109	en
Attack on the Iron Coast	" 28, 'Action',  10752, 'War'"	651968	5	89	en
Le combat dans l'île	" 18, 'Drama'"	8161962	7.5	104	fr
The Era of Vampires	" 27, 'Horror',  28, 'Action'"	112002	6	112	en
"East, West, East: The Final Sprint"	" 18, 'Drama',  35, 'Comedy'"	11142009	6	100	sq
Somebody Up There Likes Me	" 35, 'Comedy'"	1222013	5.7	76	en
Dances Sacred and Profane	 " 'Null 	10161985	0	90	en
Mary and Martha	" 18, 'Drama'"	312013	6.3	90	en
Opera Jawa	" 18, 'Drama'"	872006	5	120	jv
Redd Inc.	" 53, 'Thriller',  27, 'Horror',  35, 'Comedy'"	1132012	5.5	93	en
Rapado	" 18, 'Drama'"	811992	5.7	75	en
The Color of Friendship	" 10751, 'Family',  18, 'Drama'"	252000	6.5	87	en
Berberian Sound Studio	" 27, 'Horror',  18, 'Drama',  53, 'Thriller'"	8302012	6.1	92	en
The Way Way Back	" 35, 'Comedy',  18, 'Drama'"	662013	7.1	103	en
Foxfire	" 18, 'Drama'"	9242012	5.5	123	en
Vasermil	" 18, 'Drama'"	10252007	7.5	93	en
Whole	" 99, 'Documentary'"	6122003	9	55	en
Penthouse	" 80, 'Crime',  18, 'Drama',  9648, 'Mystery'"	981933	7.1	88	en
Come Out and Play	" 27, 'Horror'"	9132012	5	87	en
Just Like Brothers	" 35, 'Comedy'"	11212012	6.7	0	fr
The Body	" 53, 'Thriller',  9648, 'Mystery'"	1042012	7.5	108	es
I Don't Want to Go Back Alone	" 18, 'Drama',  10749, 'Romance'"	7182010	7.5	17	pt
Much Ado About Nothing	" 35, 'Comedy'"	982012	7.1	107	en
Any Day Now	" 18, 'Drama'"	12142012	6.6	97	en
They Call Us Misfits	" 99, 'Documentary'"	3251968	6.4	100	sv
No and Me	" 18, 'Drama'"	11172010	5.7	0	fr
His New Profession	" 35, 'Comedy'"	8311914	5.6	16	en
Man of Steel	" 28, 'Action',  12, 'Adventure',  14, 'Fantasy',  878, 'Science Fiction'"	6122013	6.5	143	en
Shanghaied	" 35, 'Comedy'"	1041915	5.4	30	en
The Kings of Summer	" 35, 'Comedy',  18, 'Drama'"	1192013	7	93	en
Pyaar Ka Punchnama	" 18, 'Drama',  35, 'Comedy',  10749, 'Romance',  10769, 'Foreign'"	5202011	7.5	149	en
"London, Paris, New York"	" 10749, 'Romance'"	322012	8	100	en
The Big Wedding	" 35, 'Comedy'"	4252013	5.7	90	en
Still Mine	" 18, 'Drama'"	9102012	6.9	102	en
Hannah Arendt	" 18, 'Drama'"	9112012	7.1	113	de
The Other Family	" 18, 'Drama'"	3252011	6.6	130	es
Birders: The Central Park Effect	" 99, 'Documentary'"	7162012	8	61	en
41	 " 'Null 	6122012	5	120	en
Bakhita	" 36, 'History',  12, 'Adventure'"	442009	7	0	it
The Purge	" 878, 'Science Fiction',  27, 'Horror',  53, 'Thriller'"	5312013	6	86	en
The Neighbor	" 53, 'Thriller',  27, 'Horror'"	1131993	5.8	93	en
God Bless Ozzy Osbourne	" 99, 'Documentary',  10402, 'Music'"	4242011	5.3	94	en
The Reluctant Fundamentalist	" 53, 'Thriller'"	3172013	6.6	130	en
Rapture-Palooza	" 35, 'Comedy',  14, 'Fantasy',  27, 'Horror'"	672013	4.9	85	en
100 years of evil	 " 'Null 	112010	5.5	80	en
Speed - In Search of Lost Time	 " 'Null 	9282012	8.6	0	de
After Him	" 18, 'Drama',  10769, 'Foreign'"	5232007	5.8	94	en
The Witches	" 27, 'Horror'"	11211966	6.3	89	en
Tetsuo: The Bullet Man	" 28, 'Action',  878, 'Science Fiction',  27, 'Horror',  53, 'Thriller'"	952009	5.5	71	en
20 Feet from Stardom	" 99, 'Documentary',  10402, 'Music'"	6142013	7.4	89	en
Perfumed Nightmare	" 35, 'Comedy',  18, 'Drama'"	111977	10	93	tl
Far Out Man	" 28, 'Action',  35, 'Comedy'"	5111990	5.1	81	en
Out Late	 " 'Null 	10252011	0	61	en
Bad Blood: A Cautionary Tale	" 99, 'Documentary'"	7282010	0	0	en
Beverly Hills Chihuahua 3 - Viva La Fiesta!	" 35, 'Comedy',  10751, 'Family'"	932012	5.8	89	en
AM1200	" 27, 'Horror'"	1032008	7.2	39	en
The Executioner	" 53, 'Thriller'"	961970	7	107	en
Looking for Palladin	 " 'Null 	352008	0	115	en
The Bling Ring	" 18, 'Drama',  80, 'Crime'"	6122013	5.3	90	en
The Mugger	" 18, 'Drama',  10769, 'Foreign'"	412007	5.1	67	en
Monsters University	" 16, 'Animation',  10751, 'Family'"	6202013	7	104	en
Donos de Portugal	" 99, 'Documentary'"	4252012	0		pt
Hammer of the Gods	" 36, 'History',  28, 'Action',  12, 'Adventure'"	752013	4.4	99	en
6 Month Rule	" 35, 'Comedy',  10749, 'Romance'"	612012	5.7	95	en
A Beginner's Guide to Endings	" 35, 'Comedy',  18, 'Drama'"	9172010	6.4	92	en
The War You Don't See	" 99, 'Documentary'"	12142010	7	97	en
Schlussmacher	" 35, 'Comedy'"	1102013	5.8	110	de
From the East	" 99, 'Documentary',  10769, 'Foreign'"	9161993	8	107	fr
Doomed Love	" 10749, 'Romance',  18, 'Drama'"	11251979	8	260	pt
"Reason, Debate and a Story"	" 18, 'Drama'"	111974	5	120	bn
Julius Caesar	" 18, 'Drama'"	2111979	0	161	en
Wedding Trough	" 27, 'Horror',  10749, 'Romance'"	111975	4.3	80	en
Oblivion Island: Haruka and the Magic Mirror	" 12, 'Adventure',  16, 'Animation'"	8222009	6.2	98	ja
Eden	" 18, 'Drama'"	3112012	6.5	98	en
Days of Grace	" 18, 'Drama',  10769, 'Foreign'"	5172011	6.1	133	es
A Place at the Table	" 99, 'Documentary'"	3222012	6.9	84	en
Fullmetal Alchemist: The Sacred Star of Milos	" 12, 'Adventure',  14, 'Fantasy',  16, 'Animation',  28, 'Action',  878, 'Science Fiction'"	722011	6.9	110	ja
American Idiots	" 35, 'Comedy',  10749, 'Romance'"	6182013	4.3	92	en
Maniac	" 27, 'Horror'"	12262012	5.9	89	en
Not Suitable For Children	" 35, 'Comedy',  10749, 'Romance'"	7122012	5.3	97	en
The Lesser Blessed	 " 'Null 	992012	6.3	86	en
A Common Man	" 28, 'Action',  53, 'Thriller'"	6302013	5.5	86	en
Pacific Rim	" 28, 'Action',  878, 'Science Fiction',  12, 'Adventure'"	7112013	6.7	131	en
Lego Batman: The Movie - DC Super Heroes Unite	" 16, 'Animation',  12, 'Adventure',  10751, 'Family'"	5202013	6.4	71	en
The Best Offer	" 18, 'Drama',  10749, 'Romance',  80, 'Crime',  9648, 'Mystery'"	112013	7.7	124	en
Sassy Pants	" 35, 'Comedy',  18, 'Drama'"	10262012	5.6	87	en
A Flea In Her Ear	" 35, 'Comedy'"	11271968	5	94	en
Ada	" 18, 'Drama'"	8251961	6	109	en
Adam and Eve	" 35, 'Comedy',  10749, 'Romance'"	1152005	3.9	91	en
World War Z	" 28, 'Action',  18, 'Drama',  27, 'Horror',  878, 'Science Fiction',  53, 'Thriller'"	6202013	6.7	116	en
Elysium	" 878, 'Science Fiction',  28, 'Action',  18, 'Drama',  53, 'Thriller'"	872013	6.4	109	en
Dirty Wars	" 99, 'Documentary',  18, 'Drama',  10752, 'War',  80, 'Crime',  9648, 'Mystery'"	1182013	7.1	87	en
I Want to Marry Ryan Banks	" 10749, 'Romance',  35, 'Comedy'"	1182004	5	120	en
K-911	" 28, 'Action',  35, 'Comedy',  80, 'Crime',  9648, 'Mystery'"	1271999	5.2	91	en
Mr. Moto's Gamble	" 18, 'Drama',  9648, 'Mystery',  53, 'Thriller'"	471938	6.3	72	en
Unconditional	" 18, 'Drama'"	9212012	6.3	92	en
Sign 'o' the Times	" 10402, 'Music'"	11201987	7.3	84	en
Just Before Dawn	" 27, 'Horror',  53, 'Thriller'"	10141981	6.7	90	en
We Steal Secrets: The Story of WikiLeaks	" 99, 'Documentary'"	5242013	6.2	127	en
What Maisie Knew	" 18, 'Drama'"	522013	7.4	93	en
Dragon Hunter	" 14, 'Fantasy'"	1212008	3.3	90	en
Shark Alarm at Müggel Lake	" 35, 'Comedy'"	3122013	6.1	99	de
The Revisionaries	" 99, 'Documentary'"	4212012	6.4	92	en
The Anniversary	" 18, 'Drama',  35, 'Comedy',  53, 'Thriller'"	271968	6.8	95	en
The Purple Gang	" 18, 'Drama',  80, 'Crime'"	12181959	0	85	en
The Death of Maria Malibran	" 18, 'Drama'"	321972	7.8	104	en
Minamata: The Victims and Their World	 " 'Null 	3121971	5	105	en
American Mary	" 27, 'Horror',  53, 'Thriller'"	5312012	5.8	98	en
Liz & Dick	" 18, 'Drama',  10770, 'TV Movie'"	11252012	4.1	88	en
Yamla Pagla Deewana 2	 " 'Null 	672013	2.8	154	hi
Europa Report	" 878, 'Science Fiction',  53, 'Thriller'"	6272013	6.2	90	en
Känd från TV	" 35, 'Comedy'"	9212001	5	101	sv
Odd Thomas	" 9648, 'Mystery',  53, 'Thriller'"	4162013	6.6	100	en
Cigarettes and Coffee	" 18, 'Drama'"	252004	4	15	ro
Jim Gaffigan: Mr. Universe	" 35, 'Comedy',  10770, 'TV Movie'"	4112012	7.2	78	en
The Projectionist	" 35, 'Comedy',  14, 'Fantasy'"	1171971	7	88	en
The Vampire	" 9648, 'Mystery',  53, 'Thriller',  27, 'Horror'"	1041957	6.5	95	es
Love Ghost	 " 'Null 	3242001	5.8	95	ja
The Sound of Insects: Record of a Mummy	" 99, 'Documentary'"	512009	7.7	87	fi
Blutzbrüdaz	" 10402, 'Music',  18, 'Drama',  10769, 'Foreign'"	12282011	5.6	87	de
Despicable Me 2	" 16, 'Animation',  35, 'Comedy',  10751, 'Family'"	6252013	7	98	en
White House Down	" 28, 'Action',  18, 'Drama',  53, 'Thriller'"	6272013	6.3	131	en
The World's End	" 35, 'Comedy',  28, 'Action',  878, 'Science Fiction'"	7182013	6.7	109	en
Keith Lemon: The Film	" 35, 'Comedy'"	8242012	2.7	85	en
The Tempest	" 14, 'Fantasy',  18, 'Drama',  878, 'Science Fiction'"	2271980	0	123	en
Back to 1942	" 18, 'Drama'"	1112012	5.3	145	zh
Reflection	" 28, 'Action',  53, 'Thriller',  878, 'Science Fiction'"	0	0	91	en
Hummingbird	" 28, 'Action',  53, 'Thriller'"	572013	5.9	100	en
Love and Lemons	" 10749, 'Romance'"	2202013	4.9	99	sv
The Hounds	" 27, 'Horror',  53, 'Thriller',  80, 'Crime'"	812011	4	87	en
The Heat	" 28, 'Action',  35, 'Comedy',  80, 'Crime'"	6272013	6.5	117	en
May I Kill U?	 " 'Null 	1112013	4.4	87	en
Very Important Person	" 10752, 'War',  35, 'Comedy'"	4241961	4.9	98	en
The Last Seven	" 53, 'Thriller'"	8242010	3.3	84	en
The Lone Ranger	" 28, 'Action',  12, 'Adventure',  37, 'Western'"	732013	5.9	149	en
Happiness Never Comes Alone	" 35, 'Comedy',  10749, 'Romance'"	6272012	6.2	110	fr
My Perestroika	" 99, 'Documentary'"	1242010	7.7	88	en
A Millionaire for Christy	" 35, 'Comedy',  10749, 'Romance'"	921951	7.3	91	en
Aftershock: Earthquake in New York	" 28, 'Action',  18, 'Drama',  53, 'Thriller'"	11191999	4.4	170	en
The Doctor and the Devils	" 27, 'Horror'"	1041985	5.8	93	en
Flicker	" 18, 'Drama'"	9202012	6.3	100	sv
Hong Kong Confidential	" 18, 'Drama',  35, 'Comedy',  10749, 'Romance',  10769, 'Foreign'"	9162010	6	88	en
Life Without Dick	" 28, 'Action',  35, 'Comedy',  10749, 'Romance'"	112002	3.1	97	en
The Beach Boys: An American Family	 " 'Null 	2272000	0	240	en
Hypocrites	" 18, 'Drama'"	1201915	6	54	en
A Grandpa for Christmas	" 18, 'Drama',  10770, 'TV Movie',  35, 'Comedy'"	11242007	6.6	90	fr
"Ah, Wilderness!"	" 35, 'Comedy',  18, 'Drama'"	1261935	3.7	98	en
Crossfire Trail	" 18, 'Drama',  10749, 'Romance',  53, 'Thriller',  37, 'Western',  28, 'Action'"	1212001	5.4	95	en
The Thieves	" 28, 'Action',  80, 'Crime'"	7252012	6.7	135	ko
Woody Allen: A Documentary	" 99, 'Documentary'"	11202011	7.5	192	en
Epitaph	" 27, 'Horror',  10769, 'Foreign'"	812007	6.4	98	ko
Passion	" 53, 'Thriller',  18, 'Drama',  80, 'Crime',  9648, 'Mystery'"	972012	5.1	100	en
Pussy Riot: A Punk Prayer	" 10402, 'Music',  99, 'Documentary'"	6102013	7.1	90	en
Batman Unmasked: The Psychology of the Dark Knight	" 99, 'Documentary'"	7152008	8	45	en
Ghoulies III: Ghoulies Go to College	" 14, 'Fantasy',  18, 'Drama',  27, 'Horror',  28, 'Action',  35, 'Comedy'"	9181991	3.9	94	en
Ghoulies IV	" 35, 'Comedy',  27, 'Horror',  878, 'Science Fiction'"	8171994	3.1	84	en
Call Girl	" 53, 'Thriller',  18, 'Drama'"	1192012	6.3	140	sv
Alive Day Memories: Home from Iraq	" 99, 'Documentary'"	992007	5.8	57	en
How to Make Money Selling Drugs	" 99, 'Documentary'"	972012	6.8	96	en
The Stig-Helmer Story	" 35, 'Comedy'"	12252011	4.8	0	sv
The Ice House	" 18, 'Drama',  9648, 'Mystery',  53, 'Thriller'"	441997	5.5	172	en
Return of the Living Dead: Necropolis	" 35, 'Comedy',  27, 'Horror'"	10152005	3.7	88	en
VHS2	" 27, 'Horror',  53, 'Thriller'"	662013	6	95	en
Return of the Living Dead: Rave to the Grave	" 35, 'Comedy',  27, 'Horror'"	10152005	4.3	86	en
Arctic Blast	" 878, 'Science Fiction'"	5302010	4.5	92	en
Gideon's Army	" 99, 'Documentary'"	1212013	6.2	96	en
Macbeth	" 53, 'Thriller'"	1151983	5.8	147	en
The Knot	" 35, 'Comedy',  10749, 'Romance'"	1052012	3.4	92	en
Cottage Country	" 28, 'Action',  35, 'Comedy',  80, 'Crime',  10749, 'Romance'"	3132013	5	91	en
Along the Great Divide	" 37, 'Western',  12, 'Adventure',  10749, 'Romance'"	621951	7	88	en
Ambush Trail	" 28, 'Action',  37, 'Western'"	2171946	0	60	fr
American Samurai	" 28, 'Action',  53, 'Thriller'"	111992	5.4	94	en
Food Matters	" 99, 'Documentary'"	1082010	7.2	74	en
Bad Girls	" 35, 'Comedy'"	392007	5.1	100	es
ICHI	" 28, 'Action',  12, 'Adventure',  18, 'Drama',  36, 'History'"	10252008	6.8	120	ja
The Shadow Riders	" 28, 'Action',  12, 'Adventure',  37, 'Western'"	9281982	5.3	96	en
Inadequate People	" 35, 'Comedy',  10749, 'Romance'"	12122010	6.9	106	ru
Kid Millions	" 10402, 'Music',  35, 'Comedy'"	11101934	5.3	90	en
The Spectacular Now	" 35, 'Comedy',  18, 'Drama',  10749, 'Romance'"	822013	6.8	95	en
Thanks for Sharing	" 35, 'Comedy',  18, 'Drama'"	972012	5.7	112	en
The Lifeguard	" 18, 'Drama',  35, 'Comedy',  10749, 'Romance'"	8302013	5.2	98	en
Ed Hardy: Tattoo the World	" 99, 'Documentary'"	1092010	4	74	en
Vile	" 27, 'Horror',  53, 'Thriller'"	8252011	4.8	90	en
What's in a Name	" 18, 'Drama',  35, 'Comedy'"	4252012	7.2	109	fr
Partners: The Movie II	" 80, 'Crime',  18, 'Drama'"	12232010	0	119	en
A Hijacking	" 53, 'Thriller',  18, 'Drama'"	2262012	6.7	103	da
Tell Me and I Will Forget	 " 'Null 	112010	0	79	en
Trilogy of Terror II	" 27, 'Horror',  53, 'Thriller'"	10301996	5.8	90	en
Big Star: Nothing Can Hurt Me	" 99, 'Documentary'"	732013	6.8	100	en
Which Way Is The Front Line From Here? The Life and Time of Tim Hetherington	" 99, 'Documentary'"	1202013	7.4	79	en
